launch_speed,launch_angle,estimated_ba_using_speedangle
104.9,-6,0.343
99.5,13,0.934
89.2,51,0.009
78.2,66,0.006
97.3,-11,0.231
84.8,-28,0.034
106.2,25,0.937
75.7,-5,0.094
96.5,4,0.56
93.7,-30,0.071
60.2,68,0.001
52.3,-61,0.243
90.1,-7,0.189
75.9,7,0.254
87.4,21,0.42
105.1,19,0.591
78.9,87,0.001
83.9,4,0.34
76.6,77,0.003
60,35,0.36
91.2,2,0.346
101.3,19,0.357
105.6,40,0.486
91.6,2,0.446
96.1,24,0.291
81.1,-18,0.054
72.4,49,0.157
89,-8,0.151
93.1,35,0.066
82.5,10,0.474
98.6,3,0.489
77.4,18,0.949
90,-16,0.12
106.1,-4,0.374
86.1,78,0.009
63.5,-25,0.066
100.3,23,0.474
102.7,25,0.8
89.7,39,0.009
80.9,16,0.94
76.9,3,0.18
89.6,29,0.06
101.2,43,0.074
77.9,30,0.169
94.5,61,0.011
100.4,16,0.526
104.8,23,0.857
86.2,7,0.497
71.1,56,0.054
104,24,0.829
106.8,16,0.643
71,19,0.866
61.5,-45,0.166
90.8,-17,0.137
95.8,14,0.92
102.1,-1,0.466
103.3,-4,0.391
89.6,27,0.069
111.1,7,0.717
78.1,16,0.854
96,39,0.094
96.1,-16,0.126
101.4,52,0.011
105,20,0.654
95.1,12,0.909
98.7,5,0.577
107,17,0.609
86.6,-2,0.246
81.7,8,0.383
100.2,1,0.44
90.4,23,0.18
102.6,13,0.934
106,21,0.831
74.2,9,0.266
53.1,32,0.189
77.4,-3,0.106
98.6,35,0.28
45.1,7,0.18
84.2,8,0.417
103,15,0.663
90.5,42,0.003
90.8,-48,0.137
100.8,12,0.934
97.8,13,0.937
84.3,3,0.314
107.1,21,0.851
99.5,-10,0.274
89.9,22,0.203
96.6,-16,0.163
90.8,57,0.011
104.4,10,0.837
85,-14,0.08
96.6,-11,0.231
96.1,-6,0.246
89.4,3,0.394
99.6,36,0.334
71.6,-23,0.054
104,29,0.877
93.9,74,0.006
74.7,59,0.029
98.4,51,0.003
76.7,2,0.166
101.7,-23,0.12
54.2,-61,0.26
101.3,-5,0.297
97.1,0,0.406
93.2,33,0.086
107.5,22,0.906
104.9,0,0.486
106.6,14,0.763
102.5,16,0.569
66.2,-17,0.031
89.9,57,0.009
98.3,7,0.603
85.1,60,0.02
96.3,-4,0.32
102.5,2,0.523
83.8,52,0.029
96.8,3,0.474
101.8,31,0.683
94.1,17,0.554
99.3,-13,0.206
63.7,-33,0.051
87.1,68,0.006
93.3,10,0.64
63.1,58,0.014
84.2,40,0.006
54.6,-45,0.163
90.6,8,0.52
92.5,37,0.037
99.3,32,0.377
91.5,25,0.137
82.7,1,0.206
83.5,-18,0.069
102.3,36,0.426
76.9,63,0.009
94.1,6,0.523
56.6,-55,0.229
75.5,50,0.063
74.7,33,0.2
43.8,-21,0.226
95.8,18,0.394
99.2,31,0.397
94.2,57,0.011
113.6,21,0.974
110,14,0.717
98,23,0.317
85.5,31,0.029
88.1,25,0.137
87.4,61,0.023
96.2,59,0.029
79.8,-15,0.057
97.7,7,0.603
71.9,-23,0.054
72.9,4,0.143
92.8,39,0.034
92.4,29,0.111
75.1,17,0.874
112.9,-10,0.383
99.4,-3,0.323
98.5,18,0.363
67.7,4,0.166
84.3,4,0.34
81.2,35,0.031
88.9,39,0.003
95.8,1,0.434
100.4,-15,0.191
93.1,60,0.017
81.6,65,0.001
106.7,-2,0.437
72.4,21,0.974
62.9,47,0.194
97,-16,0.163
93.1,28,0.109
85.5,-2,0.203
87.1,47,0.001
102.5,1,0.474
93.7,22,0.211
89,-41,0.071
108.4,-1,0.523
104.3,27,0.874
84.8,-15,0.069
98.3,13,0.937
86.4,25,0.16
85.3,41,0.009
106.2,18,0.563
87.9,34,0.023
90,-12,0.134
99.9,17,0.494
81.5,22,0.683
99.7,15,0.694
103,-17,0.189
95.9,24,0.291
92.7,-13,0.134
105.3,23,0.857
82.1,-31,0.043
107.4,16,0.643
100.4,50,0.014
87.8,29,0.046
89.6,42,0.003
91.8,26,0.163
90.3,22,0.203
81.5,-14,0.08
96.1,1,0.434
100.4,-4,0.334
104.5,44,0.203
68.4,-12,0.071
99.4,20,0.377
99.2,14,0.86
74.6,21,0.98
104,26,0.877
98.2,41,0.086
90.1,20,0.397
102.9,7,0.657
78.2,32,0.114
97.2,72,0.009
95.9,-12,0.186
101.4,42,0.12
47.1,-39,0.217
75.4,22,0.954
93.5,9,0.591
93.1,51,0.006
75.9,-4,0.111
74.5,62,0.014
83.4,20,0.823
100,13,0.906
94.5,37,0.086
107.9,42,0.471
55.2,80,0.003
90.6,2,0.346
93.7,32,0.171
89.5,3,0.394
80,48,0.049
99.8,19,0.346
60.6,25,0.517
95.9,-23,0.1
108.6,2,0.526
91.9,16,0.84
75,55,0.091
90.3,-1,0.286
95.1,-9,0.2
100.2,29,0.58
94.5,20,0.349
91,39,0.02
98.9,4,0.497
103.2,-12,0.254
60.1,-56,0.286
88.7,-12,0.143
68.7,-56,0.277
65.8,7,0.214
96.8,38,0.117
99,-14,0.186
100.1,15,0.694
100.2,9,0.666
104.2,10,0.837
98.3,34,0.263
106.2,20,0.743
76.6,36,0.071
89.8,59,0.017
58.7,-8,0.074
101.2,36,0.406
96.2,56,0.014
98.1,-27,0.123
79,52,0.051
98.1,4,0.477
61.4,-38,0.089
88.1,-9,0.143
94.5,-23,0.094
96.3,31,0.211
56,2,0.094
104.3,16,0.574
88.1,20,0.523
89.3,24,0.146
72,5,0.2
105,29,0.886
65.7,-50,0.24
95.1,3,0.434
88.1,38,0.017
76.7,71,0.001
77.2,11,0.394
58.8,7,0.114
95.4,30,0.226
98.8,27,0.474
101.1,30,0.606
101,8,0.66
100.1,23,0.474
78.3,23,0.757
99.6,15,0.694
87.9,13,0.86
93.1,60,0.017
84.8,39,0.02
92.6,26,0.177
91.7,61,0.006
86.5,-19,0.091
79.7,-37,0.069
102.6,25,0.8
72.6,-40,0.089
102.1,5,0.563
95,29,0.231
107.1,10,0.834
102.3,14,0.786
89,54,0.014
95.9,-16,0.126
93.8,9,0.62
81.6,-12,0.097
90.3,30,0.083
87.2,-21,0.083
75.2,-73,0.231
83.6,17,0.951
102.8,8,0.709
90.1,14,0.969
97.4,-27,0.126
92.7,17,0.631
89.6,-8,0.171
95.7,-23,0.1
85,-33,0.037
47.2,-61,0.209
95.5,40,0.071
66.7,-24,0.043
68.3,86,0.001
93.8,38,0.086
103.2,-9,0.297
76.6,49,0.08
71,15,0.506
68,66,0.003
89,34,0.017
85.7,-11,0.12
98.2,26,0.446
78.3,73,0.001
97.2,4,0.529
92.3,-2,0.283
85.9,22,0.323
63.7,-36,0.06
95.8,15,0.846
91,-20,0.123
100.3,28,0.597
67.5,-52,0.237
77.4,4,0.22
81.2,13,0.58
88.5,-21,0.114
94.1,39,0.043
86.5,-1,0.26
84.9,11,0.557
94.3,-1,0.32
72.3,-70,0.251
99.3,54,0.003
78.7,4,0.237
80.6,-3,0.157
62.6,56,0.023
93.5,47,0.001
94.6,29,0.231
99.5,-4,0.334
84.5,15,0.946
92.1,-5,0.217
9.3,61,0.109
93,-3,0.254
75,10,0.289
102.8,0,0.431
107.7,13,0.854
103.1,2,0.514
74.3,23,0.966
94.1,-23,0.094
71.2,60,0.011
84.2,3,0.314
89.8,62,0.011
87.8,34,0.023
107.8,27,0.974
71.5,47,0.217
98.4,3,0.477
55,-64,0.24
91.5,-16,0.114
101.2,-22,0.114
86.7,59,0.02
86.3,18,0.863
95.7,33,0.171
89.9,29,0.06
101.6,-4,0.377
94.7,7,0.571
77.9,7,0.266
38.5,-7,0.311
105.3,4,0.569
92.8,35,0.066
88.7,63,0.011
100.9,3,0.546
103.6,-14,0.251
99.1,3,0.489
93.8,19,0.414
90,36,0.054
95.7,-7,0.183
101.4,39,0.166
89.6,-11,0.137
97.3,6,0.626
69.4,41,0.506
84.9,42,0.009
101.2,7,0.597
79.9,20,0.9
84.5,-21,0.08
97.4,10,0.7
92.4,42,0.003
95.7,48,0.001
93.5,25,0.157
98.4,5,0.52
88.9,34,0.017
83.4,37,0.014
93.3,16,0.826
66.9,5,0.183
92.7,19,0.446
103.4,22,0.631
102.6,39,0.317
84.4,7,0.391
59.3,-47,0.226
105.6,9,0.743
95.1,21,0.257
75.5,3,0.151
76.1,8,0.286
88.3,65,0.006
96,58,0.029
109.4,-17,0.2
81.6,37,0.02
55.3,-18,0.089
106.3,12,0.903
90.9,24,0.143
99.1,33,0.349
102.7,5,0.563
103.6,13,0.911
81.1,0,0.203
94.2,-13,0.123
99.6,23,0.474
66.2,59,0.009
107.2,15,0.723
83.1,-29,0.031
90.6,64,0.006
81.8,12,0.494
81.1,59,0.043
96.3,35,0.143
91.9,37,0.037
68.3,16,0.506
69.7,-12,0.071
107,-7,0.357
86.6,-23,0.094
56.5,-80,0.129
85.5,15,0.977
81.6,11,0.48
66.7,-21,0.066
75.5,22,0.954
91.6,51,0.006
97.6,16,0.651
68.2,-18,0.063
94.1,51,0.003
92.1,70,0.009
92.1,18,0.614
91.8,42,0.003
103.5,9,0.749
87.1,-19,0.091
78.6,-1,0.16
82.4,20,0.86
69.5,24,0.983
110.2,-12,0.309
102.9,2,0.514
86.2,6,0.426
80.8,57,0.043
103.3,27,0.851
74.2,20,0.983
89.1,-16,0.106
92.8,34,0.074
105,20,0.654
76.5,20,0.991
101.7,17,0.483
72.8,-5,0.083
91.9,17,0.657
89,28,0.054
61.7,42,0.309
90.5,71,0.006
70.1,43,0.391
97.1,5,0.563
109.9,4,0.654
100.4,3,0.486
81.5,-33,0.049
80.2,22,0.76
88.4,80,0.001
107.7,4,0.606
95.1,17,0.491
99.7,35,0.366
74,23,0.966
104.1,20,0.583
64.2,-32,0.054
84.3,20,0.769
67.7,-32,0.069
78.8,19,0.98
103.1,-15,0.231
98.8,-3,0.323
71.5,-7,0.08
98.2,2,0.463
73.8,-78,0.231
66.4,13,0.283
106.5,18,0.563
85.9,-7,0.12
83.7,-4,0.146
102.1,-20,0.166
102.3,26,0.7
66.6,-27,0.034
93.5,55,0.006
83.8,-50,0.129
99.3,-16,0.171
94.2,50,0.009
97.8,56,0.017
96.7,-3,0.294
96.5,15,0.786
100.8,37,0.286
95.4,17,0.491
82.4,59,0.023
81.8,43,0.009
91.6,24,0.143
98.3,15,0.797
103.9,55,0.011
76.7,44,0.074
67.7,1,0.091
96.9,38,0.117
82,1,0.22
113.4,3,0.629
103.6,16,0.574
108.3,1,0.497
86.6,18,0.834
99,8,0.66
101.5,10,0.8
111.7,5,0.674
72,-17,0.049
74.6,33,0.2
104.9,20,0.654
106.4,15,0.674
104.3,-3,0.4
77.5,-5,0.1
97.7,31,0.334
89,8,0.577
91.6,9,0.586
68.6,3,0.143
104.9,14,0.743
99,18,0.363
88.7,35,0.026
107.3,8,0.654
99.9,15,0.694
68.3,1,0.091
83.1,-3,0.154
81.6,-15,0.111
77,11,0.394
100.7,-1,0.369
107.8,10,0.851
100.9,13,0.906
95.5,9,0.646
104.9,36,0.606
95.4,1,0.363
95.7,1,0.434
104.9,13,0.869
68.9,35,0.774
66.5,36,0.737
94.6,73,0.003
52.6,86,0.003
99.3,36,0.246
84.9,11,0.557
106.6,30,0.94
93.1,-16,0.146
102.6,17,0.463
95.3,-19,0.126
89,-25,0.074
100.1,37,0.28
89,7,0.506
90.5,60,0.006
64.8,-57,0.28
94.6,-27,0.109
101,-14,0.183
87,-6,0.169
81.7,10,0.469
103.9,20,0.583
97,59,0.02
73.6,-41,0.086
96.7,59,0.02
101.2,24,0.603
94.2,17,0.554
82.7,-35,0.057
82.2,-44,0.1
80.9,12,0.517
67.7,63,0.006
73.8,44,0.174
83.7,24,0.214
76.5,37,0.086
90.4,30,0.083
95.6,37,0.114
87.3,-6,0.169
102.2,29,0.669
92.2,1,0.346
84.1,72,0.003
94.3,-19,0.134
104.4,14,0.734
63.5,18,0.383
105.7,14,0.729
88.8,27,0.063
93.1,-3,0.254
70.3,80,0.001
111.1,17,0.751
93.3,27,0.117
82,-25,0.06
108.3,20,0.849
54.2,-52,0.234
105.9,33,0.829
88.9,13,0.911
105.5,1,0.494
87.5,46,0.003
84.8,36,0.009
92,29,0.111
95.2,55,0.006
89.9,-11,0.137
65.8,-18,0.046
107.1,17,0.609
65.9,-38,0.106
94.3,4,0.469
79,-33,0.046
91.8,53,0.003
101.1,-4,0.334
92.1,2,0.446
70.1,50,0.171
96.1,62,0.014
100.1,-7,0.223
90.8,17,0.777
74.9,7,0.277
115.5,7,0.78
94.1,46,0.006
94.8,12,0.909
65.6,72,0.001
94.5,-2,0.306
93.2,12,0.854
110.3,13,0.826
98.3,-17,0.131
98.1,3,0.477
65.5,-20,0.051
86.3,21,0.417
106.3,17,0.54
87.1,56,0.006
109.7,-10,0.351
80,75,0.001
74.5,76,0.001
92.6,23,0.14
61.7,-22,0.043
90.5,-1,0.306
90.6,68,0.003
85.1,15,0.98
100.8,12,0.934
110.7,-6,0.449
74.5,-25,0.031
76.8,59,0.037
72.8,32,0.437
54.4,35,0.217
82.2,36,0.029
97.9,2,0.463
103.2,12,0.937
85.7,33,0.014
74.5,11,0.32
80.1,84,0.001
91.7,1,0.346
105.1,24,0.903
108.4,33,0.909
90.8,15,0.974
104.5,26,0.926
84.8,10,0.483
96.8,23,0.294
46.3,-71,0.217
89,36,0.014
106.4,27,0.966
85.4,-21,0.089
94.4,11,0.794
86.3,-17,0.077
83.9,64,0.009
101.8,20,0.494
100.1,-9,0.237
93.9,-18,0.126
78.4,1,0.154
102.1,70,0.009
99.5,12,0.934
77.8,-13,0.071
101,-6,0.26
104.1,-3,0.4
92,-19,0.109
95.1,48,0.003
77,10,0.303
103.9,-3,0.4
95.3,13,0.937
101.3,20,0.477
109.6,31,0.98
103.2,42,0.194
72,-15,0.051
58.5,-62,0.277
98.2,23,0.317
101.7,-5,0.306
81.4,18,0.983
80.2,45,0.023
91.3,60,0.006
94.7,12,0.909
99.3,31,0.397
100,31,0.514
76,-2,0.109
74.2,47,0.14
79.3,65,0.003
62.6,68,0.001
92.6,51,0.006
94.7,40,0.049
94.9,-15,0.137
93.9,52,0.006
75.8,15,0.651
82.8,-6,0.146
93.4,18,0.554
78.8,31,0.083
101,23,0.523
67.7,-1,0.106
101.4,-17,0.197
80.6,-33,0.051
107.3,16,0.643
58.5,-61,0.257
109.9,17,0.697
92.7,9,0.591
50,-52,0.243
98.1,32,0.314
94.2,-4,0.286
94.9,16,0.717
73.5,-16,0.049
73,-3,0.086
94.1,15,0.894
107.4,2,0.489
109,8,0.706
86.3,27,0.103
94.4,15,0.894
46.7,-42,0.24
103.4,8,0.709
88.3,44,0.006
65.1,-16,0.04
97.7,31,0.334
104,27,0.874
91.8,-33,0.083
64.4,-29,0.04
84.1,60,0.011
97.7,57,0.02
101.5,38,0.334
83.9,50,0.009
77.9,28,0.18
99.9,10,0.774
80,31,0.071
96.7,-2,0.36
67.6,26,0.986
83.3,22,0.557
66.8,-13,0.063
73.2,62,0.006
55.6,-36,0.109
90.1,-28,0.074
96.9,-26,0.12
101.7,3,0.569
81.9,19,0.94
86.4,-18,0.1
78.2,21,0.951
83.1,10,0.474
107.4,1,0.517
90.6,-16,0.114
82.4,2,0.246
104.7,18,0.583
105.1,8,0.686
74.1,24,0.911
96,52,0.017
89.7,29,0.06
103.2,-2,0.403
89.4,54,0.014
70.5,-37,0.091
97.6,-18,0.171
99.1,37,0.191
101.2,25,0.614
78,45,0.051
96.5,9,0.646
64.4,-25,0.066
96.7,19,0.346
94.7,30,0.226
85.6,7,0.497
100.6,-2,0.386
95.2,3,0.434
106.7,12,0.891
87.5,-20,0.111
102.2,19,0.42
97.5,-40,0.097
74.3,6,0.22
97.3,29,0.334
95.9,24,0.291
101.4,8,0.66
81,8,0.371
63.7,15,0.26
93.6,-43,0.094
72.6,44,0.203
78.7,-3,0.123
88.1,-23,0.126
103.2,-1,0.454
92.2,35,0.066
100.3,14,0.851
111.4,22,0.98
90.2,59,0.017
88.4,-33,0.057
60,60,0.003
88.5,-20,0.111
99.6,13,0.906
61.2,-49,0.189
106.9,22,0.906
96.6,31,0.32
72.5,31,0.546
78.4,37,0.029
94,38,0.086
95.6,28,0.28
101.9,9,0.729
83.2,-27,0.057
99.4,30,0.526
71.3,33,0.663
84.3,16,0.969
102.2,-6,0.266
103.9,-19,0.189
86.1,-9,0.109
98,63,0.023
97.4,0,0.406
98.6,39,0.134
99.1,20,0.377
110.1,24,0.994
97.7,5,0.52
69.4,-5,0.114
74.8,41,0.151
100.9,-14,0.183
81.9,70,0.001
104.1,41,0.309
95.4,30,0.226
106.4,4,0.591
96.6,-8,0.251
101.1,31,0.577
54.9,-42,0.126
94,42,0.006
61.9,-25,0.049
80.9,-32,0.046
46.8,-78,0.146
76.2,-19,0.06
97.6,38,0.14
107.9,15,0.68
69.3,43,0.411
94.9,28,0.209
68.9,-75,0.231
83.3,67,0.001
71.9,6,0.237
85.4,62,0.02
59.6,8,0.126
104.3,27,0.874
95.9,6,0.526
85.6,22,0.323
105.6,19,0.683
73.4,18,0.9
74.6,59,0.029
98.4,-3,0.351
84.6,75,0.003
76.9,7,0.266
100.4,-2,0.371
112.7,12,0.883
91,8,0.52
94.8,42,0.023
95,18,0.46
71.1,-8,0.066
98.3,-5,0.263
106.1,35,0.751
83.3,58,0.02
87,11,0.64
93.5,46,0.006
69.7,66,0.003
78,41,0.06
107.2,-5,0.386
79.5,51,0.043
104.8,39,0.434
87.8,14,0.966
101.5,-10,0.271
99.3,5,0.577
97.3,42,0.054
78.8,-48,0.146
100.2,31,0.514
87.5,55,0.011
92.9,15,0.937
101.2,23,0.523
91.6,13,0.943
100.3,16,0.526
90.6,63,0.006
101.3,-6,0.26
102.8,46,0.06
104.7,35,0.737
88.2,-8,0.154
94.5,11,0.794
102.6,10,0.814
89.2,-25,0.074
103.7,17,0.517
111.1,-4,0.471
99.2,6,0.586
92,8,0.509
95.8,35,0.143
91.4,-23,0.091
104.9,12,0.92
93.2,59,0.014
81,-54,0.217
93.1,20,0.357
69,-27,0.031
86.7,-28,0.04
99.3,5,0.577
67.4,-9,0.06
94.1,2,0.457
69.1,-33,0.06
86.7,27,0.097
96.6,29,0.334
76.7,53,0.069
54.8,-61,0.289
74,-14,0.043
99.1,16,0.603
83,32,0.031
90.6,27,0.111
89.7,26,0.117
100.9,13,0.906
91.5,34,0.066
90.1,28,0.086
103.6,18,0.489
79.5,-16,0.071
92.2,15,0.926
90.3,1,0.269
93.5,-1,0.286
105.3,-4,0.38
93.8,1,0.374
84.5,22,0.449
98.7,-8,0.26
98.3,-17,0.131
97.6,8,0.68
80.2,-12,0.074
85.8,51,0.006
87.6,16,0.971
80.9,47,0.029
106.4,-6,0.369
109.6,20,0.926
79.2,29,0.151
89.8,1,0.269
70.8,-33,0.06
92.6,74,0.003
65.9,7,0.214
87.5,-1,0.257
80.2,64,0.009
88.7,-37,0.057
101.9,19,0.42
88.5,10,0.554
97.3,25,0.283
70,23,0.977
92.5,53,0.006
95.7,-2,0.314
83.7,45,0.02
67.9,-27,0.043
64.3,32,0.777
95,15,0.863
70.8,-21,0.046
105.3,6,0.626
82.5,3,0.306
66.1,18,0.506
88.1,-21,0.114
88.7,66,0.003
82.5,-18,0.051
98.2,19,0.346
94.1,22,0.211
76.7,-39,0.08
93.3,-11,0.157
79.8,75,0.001
99.1,31,0.397
59.6,-40,0.12
107.1,23,0.934
86,9,0.451
95.4,-22,0.114
100.9,10,0.8
106.4,30,0.894
109.7,15,0.683
109.7,32,0.966
101.3,-8,0.243
96.2,30,0.209
96.5,-6,0.246
70.2,-1,0.094
74.6,-3,0.114
95,18,0.46
85.6,-8,0.131
75.4,-9,0.063
103,36,0.471
91.8,3,0.426
75.5,3,0.151
99,18,0.363
102,6,0.603
40.3,-28,0.3
72.4,-5,0.077
88.9,65,0.003
102.7,4,0.583
80.5,30,0.109
75.3,-12,0.071
74.9,18,0.94
98.8,25,0.451
114.4,24,0.994
56.2,-67,0.26
106.5,16,0.583
85.6,20,0.597
66.2,75,0.011
84.4,39,0.017
80.8,23,0.566
103.9,7,0.58
93.5,54,0.006
95.3,6,0.469
85.6,16,0.977
107.7,16,0.629
77.4,43,0.066
64.1,48,0.206
60.4,-24,0.06
108,-7,0.349
80.8,-39,0.074
76.6,-21,0.054
68.1,31,0.943
90.8,41,0.014
78.8,-32,0.04
58,-6,0.074
93.3,-6,0.226
92,27,0.129
81.6,88,0.001
104.4,-2,0.374
76.5,-23,0.049
45.6,-42,0.24
79.8,-14,0.051
101,2,0.494
78.1,2,0.186
91.7,36,0.051
82.9,67,0.001
96.8,37,0.171
77.1,15,0.72
69.6,-25,0.051
83.5,28,0.083
66.3,-34,0.083
70.7,-14,0.049
103.1,26,0.811
98.5,44,0.037
84.5,22,0.449
90.8,43,0.009
82.6,69,0.001
104.3,19,0.5
79.5,13,0.594
93.7,-10,0.169
101.7,-3,0.391
91.9,-27,0.109
87.3,30,0.057
90.4,-18,0.123
84.5,-48,0.111
99.9,24,0.523
54.5,31,0.234
99.1,29,0.506
90.5,-35,0.051
94.1,46,0.006
80.9,16,0.94
109.7,-1,0.511
51,-52,0.237
101.4,1,0.443
98.9,5,0.577
76.2,-31,0.074
92.1,60,0.009
94.3,20,0.331
93.6,79,0.011
102.1,45,0.063
94.6,13,0.937
84.1,-20,0.063
98.6,4,0.497
81.6,27,0.137
90,-11,0.137
81.4,84,0.001
63.8,-19,0.043
104.1,21,0.697
62.6,-4,0.077
91.8,55,0.009
93.2,14,0.96
93.2,-28,0.086
58,31,0.351
87,22,0.314
61.1,-34,0.08
96.8,23,0.294
108.4,30,0.98
86.9,-26,0.069
81,38,0.014
93.2,-20,0.134
102.8,6,0.634
97.3,24,0.323
51.8,-50,0.209
100.6,26,0.617
83,10,0.474
94.8,29,0.231
85.2,46,0.014
92.8,24,0.146
87.3,-13,0.123
79.1,-12,0.083
108,1,0.497
96.8,24,0.323
89.4,28,0.054
105.1,13,0.869
66.6,81,0.003
103.8,59,0.011
47.9,-71,0.206
103.7,8,0.686
77.7,23,0.757
82.2,64,0.006
98.2,-4,0.266
97,-18,0.154
91.1,48,0.003
103.1,23,0.769
83.2,-27,0.057
88.8,54,0.014
63.3,21,0.52
67.7,19,0.717
94.9,31,0.171
91.6,-20,0.149
80,-28,0.057
104.9,18,0.583
94,5,0.514
57.5,46,0.131
93,52,0.003
101.9,23,0.583
101.1,19,0.357
96.4,44,0.014
100.1,15,0.694
79.2,-34,0.034
74.6,73,0.001
105.1,37,0.603
85.5,3,0.334
104.6,52,0.02
95.7,7,0.566
81.7,-24,0.071
102.8,14,0.757
81.2,33,0.043
106.4,14,0.729
107.1,-2,0.437
94.6,-9,0.2
91.6,43,0.003
102.8,0,0.431
96.3,30,0.209
68.5,28,0.971
106.4,26,0.94
98.3,-24,0.109
82.4,20,0.86
107.2,13,0.869
102.3,14,0.786
100.3,-10,0.24
109.1,3,0.574
56.6,-36,0.097
69.2,-8,0.051
84,-31,0.051
90.4,45,0.009
103.8,16,0.574
103.8,18,0.489
77.6,45,0.051
104.4,27,0.874
106.7,1,0.517
85.2,67,0.003
50.5,-76,0.166
85.9,4,0.351
65.2,53,0.054
94.2,23,0.149
65.5,-20,0.051
94,4,0.469
78.9,-25,0.051
86.9,60,0.011
107.8,2,0.511
106,16,0.583
100.7,44,0.077
102.7,12,0.937
103.7,10,0.837
80.2,-18,0.051
108.8,4,0.611
116.9,11,0.829
70.1,67,0.003
73,33,0.371
55.6,-20,0.109
103.2,21,0.551
96.9,34,0.186
90.2,-23,0.071
82.2,-8,0.103
88.9,-34,0.066
95,1,0.363
88.3,13,0.86
98.7,4,0.497
87.6,48,0.009
99.4,16,0.603
72.8,-14,0.06
77.2,50,0.06
82.3,22,0.683
108.1,20,0.849
87.8,-7,0.143
90,22,0.203
105.1,15,0.66
93,9,0.591
80.3,23,0.617
76,58,0.049
94.5,3,0.434
91.7,14,0.954
87.4,68,0.006
98,27,0.471
86.4,40,0.011
91.9,39,0.029
90.9,-4,0.231
93,11,0.711
98.9,13,0.934
94.6,4,0.48
55,58,0.003
83.9,-10,0.103
87.8,36,0.02
100.4,0,0.443
68,90,0.001
97.7,36,0.174
98.9,53,0.011
107.5,-4,0.403
84.2,29,0.074
77.6,28,0.18
63.1,23,0.571
76,-4,0.111
106.2,1,0.494
98.3,50,0.003
88.5,21,0.303
93.3,7,0.523
102,11,0.92
,,
85.7,48,0.003
82.1,55,0.029
79.5,21,0.863
86.4,3,0.334
75.3,-41,0.094
106.7,4,0.583
74.7,-21,0.049
103.5,10,0.837
103.5,26,0.877
94.1,26,0.194
99.1,-18,0.154
61.5,49,0.123
103.2,20,0.551
100.8,-10,0.271
101,-13,0.197
100.1,47,0.02
91.7,49,0.006
69.6,75,0.003
77,29,0.243
94.8,-2,0.311
74.9,5,0.211
74.3,4,0.171
84.2,61,0.017
105.5,17,0.554
82.3,-39,0.069
101.5,44,0.077
75.9,7,0.254
99.2,14,0.86
100.6,-13,0.197
98.2,38,0.14
97.5,3,0.477
95.4,12,0.909
98.6,-4,0.283
88.6,-2,0.251
72.6,-3,0.086
92.7,10,0.64
99.3,-7,0.28
96.8,-17,0.151
82.5,-3,0.154
108.3,28,0.971
92.2,39,0.029
99.5,11,0.86
101.7,59,0.026
93.4,-2,0.306
46.6,-8,0.171
75.9,-10,0.063
94.8,-11,0.169
98.8,29,0.506
93.9,38,0.086
106.9,14,0.763
64.1,20,0.563
92.3,54,0.009
76.5,29,0.243
107.5,-8,0.357
95,56,0.009
96.6,2,0.457
99.6,23,0.474
64.1,-81,0.166
82.6,-13,0.097
106.1,27,0.966
79.3,10,0.383
84.3,2,0.254
94.1,23,0.149
76.8,29,0.243
91,13,0.943
116.7,8,0.8
114,-1,0.534
84.4,85,0.001
82.4,-2,0.166
105.3,5,0.597
88.2,65,0.006
83.8,33,0.02
50.5,74,0.003
101.7,30,0.683
94.1,-4,0.286
61.6,17,0.291
75.1,6,0.22
80.5,18,0.983
97.1,24,0.323
87.3,20,0.526
68.5,26,0.994
65.4,48,0.206
108.2,19,0.74
90.8,36,0.046
77.8,6,0.24
90.6,5,0.471
105.9,19,0.683
105.6,14,0.729
100.2,28,0.597
81.3,37,0.034
101.9,16,0.611
88.8,32,0.043
59.8,11,0.174
96.6,14,0.891
97,-4,0.277
97.1,27,0.34
96.7,36,0.166
96.7,-31,0.069
89.5,-12,0.143
93.6,13,0.957
76.6,-40,0.091
92.7,26,0.177
85.2,52,0.026
81.3,-14,0.08
44.8,72,0.009
72.9,-1,0.111
103.1,6,0.634
62.8,6,0.163
89.4,43,0.003
106.1,-13,0.266
99.8,-4,0.334
84.6,50,0.011
103.5,9,0.763
71.7,-31,0.051
61.6,77,0.003
73.4,-35,0.046
80.9,48,0.031
96.3,-14,0.22
69.2,8,0.231
105.1,16,0.6
99.9,18,0.389
95,40,0.049
58,-32,0.071
50.5,-63,0.226
98.8,31,0.397
106.3,6,0.623
62.9,15,0.277
98.1,-10,0.237
96.6,18,0.42
87,28,0.069
104.9,7,0.64
109.1,-10,0.366
75.8,-14,0.049
96.9,25,0.283
96.8,26,0.3
82.5,0,0.194
74.6,2,0.146
64.3,58,0.011
90.3,15,0.969
97.6,33,0.223
74.8,30,0.371
97.6,45,0.014
91.7,24,0.143
95.3,15,0.863
97.2,12,0.94
110.7,7,0.717
96.5,37,0.171
96.2,11,0.791
86.5,12,0.66
100.4,28,0.597
100.4,-36,0.1
90.8,-18,0.123
97.4,-20,0.146
89.6,19,0.571
79.8,-15,0.057
91.7,9,0.586
97.6,-23,0.1
69.4,32,0.863
98.7,32,0.377
64.1,75,0.009
96.6,7,0.597
67.2,-51,0.254
77.5,33,0.08
